2024-03-25 14:07:36,217 INFO    StreamThr :59633 [internal.py:wandb_internal():86] W&B internal server running at pid: 59633, started at: 2024-03-25 14:07:36.217683
2024-03-25 14:07:36,218 DEBUG   HandlerThread:59633 [handler.py:handle_request():146] handle_request: status
2024-03-25 14:07:36,219 INFO    WriterThread:59633 [datastore.py:open_for_write():87] open: /home/dofa/Desktop/code/PMC/src/wandb/run-20240325_140736-vm99ss68/run-vm99ss68.wandb
2024-03-25 14:07:36,219 DEBUG   SenderThread:59633 [sender.py:send():382] send: header
2024-03-25 14:07:36,221 DEBUG   SenderThread:59633 [sender.py:send():382] send: run
2024-03-25 14:07:36,539 INFO    SenderThread:59633 [dir_watcher.py:__init__():211] watching files in: /home/dofa/Desktop/code/PMC/src/wandb/run-20240325_140736-vm99ss68/files
2024-03-25 14:07:36,539 INFO    SenderThread:59633 [sender.py:_start_run_threads():1136] run started: vm99ss68 with start time 1711390056.217564
2024-03-25 14:07:36,543 DEBUG   HandlerThread:59633 [handler.py:handle_request():146] handle_request: check_version
2024-03-25 14:07:36,543 DEBUG   SenderThread:59633 [sender.py:send_request():409] send_request: check_version
2024-03-25 14:07:36,632 DEBUG   HandlerThread:59633 [handler.py:handle_request():146] handle_request: run_start
2024-03-25 14:07:36,644 DEBUG   HandlerThread:59633 [system_info.py:__init__():27] System info init
2024-03-25 14:07:36,644 DEBUG   HandlerThread:59633 [system_info.py:__init__():42] System info init done
2024-03-25 14:07:36,644 INFO    HandlerThread:59633 [system_monitor.py:start():194] Starting system monitor
2024-03-25 14:07:36,644 INFO    SystemMonitor:59633 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-25 14:07:36,645 INFO    HandlerThread:59633 [system_monitor.py:probe():214] Collecting system info
2024-03-25 14:07:36,645 INFO    SystemMonitor:59633 [interfaces.py:start():190] Started cpu monitoring
2024-03-25 14:07:36,645 INFO    SystemMonitor:59633 [interfaces.py:start():190] Started disk monitoring
2024-03-25 14:07:36,646 INFO    SystemMonitor:59633 [interfaces.py:start():190] Started gpu monitoring
2024-03-25 14:07:36,646 INFO    SystemMonitor:59633 [interfaces.py:start():190] Started memory monitoring
2024-03-25 14:07:36,646 INFO    SystemMonitor:59633 [interfaces.py:start():190] Started network monitoring
2024-03-25 14:07:36,655 DEBUG   HandlerThread:59633 [system_info.py:probe():151] Probing system
2024-03-25 14:07:36,656 DEBUG   HandlerThread:59633 [system_info.py:_probe_git():136] Probing git
2024-03-25 14:07:36,660 DEBUG   HandlerThread:59633 [system_info.py:_probe_git():144] Probing git done
2024-03-25 14:07:36,660 DEBUG   HandlerThread:59633 [system_info.py:probe():199] Probing system done
