2024-02-28 21:06:42,184 INFO    StreamThr :28896 [internal.py:wandb_internal():86] W&B internal server running at pid: 28896, started at: 2024-02-28 21:06:42.184450
2024-02-28 21:06:42,185 DEBUG   HandlerThread:28896 [handler.py:handle_request():146] handle_request: status
2024-02-28 21:06:42,186 INFO    WriterThread:28896 [datastore.py:open_for_write():87] open: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210642-3083eyqe/run-3083eyqe.wandb
2024-02-28 21:06:42,186 DEBUG   SenderThread:28896 [sender.py:send():382] send: header
2024-02-28 21:06:42,188 DEBUG   SenderThread:28896 [sender.py:send():382] send: run
2024-02-28 21:06:42,482 INFO    SenderThread:28896 [dir_watcher.py:__init__():211] watching files in: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210642-3083eyqe/files
2024-02-28 21:06:42,482 INFO    SenderThread:28896 [sender.py:_start_run_threads():1136] run started: 3083eyqe with start time 1709172402.184319
2024-02-28 21:06:42,484 DEBUG   HandlerThread:28896 [handler.py:handle_request():146] handle_request: check_version
2024-02-28 21:06:42,484 DEBUG   SenderThread:28896 [sender.py:send_request():409] send_request: check_version
2024-02-28 21:06:42,593 DEBUG   HandlerThread:28896 [handler.py:handle_request():146] handle_request: run_start
2024-02-28 21:06:42,600 DEBUG   HandlerThread:28896 [system_info.py:__init__():27] System info init
2024-02-28 21:06:42,600 DEBUG   HandlerThread:28896 [system_info.py:__init__():42] System info init done
2024-02-28 21:06:42,600 INFO    HandlerThread:28896 [system_monitor.py:start():194] Starting system monitor
2024-02-28 21:06:42,600 INFO    SystemMonitor:28896 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-28 21:06:42,600 INFO    HandlerThread:28896 [system_monitor.py:probe():214] Collecting system info
2024-02-28 21:06:42,600 INFO    SystemMonitor:28896 [interfaces.py:start():190] Started cpu monitoring
2024-02-28 21:06:42,601 INFO    SystemMonitor:28896 [interfaces.py:start():190] Started disk monitoring
2024-02-28 21:06:42,601 INFO    SystemMonitor:28896 [interfaces.py:start():190] Started gpu monitoring
2024-02-28 21:06:42,601 INFO    SystemMonitor:28896 [interfaces.py:start():190] Started memory monitoring
2024-02-28 21:06:42,602 INFO    SystemMonitor:28896 [interfaces.py:start():190] Started network monitoring
2024-02-28 21:06:42,609 DEBUG   HandlerThread:28896 [system_info.py:probe():151] Probing system
2024-02-28 21:06:42,610 DEBUG   HandlerThread:28896 [system_info.py:_probe_git():136] Probing git
2024-02-28 21:06:42,613 DEBUG   HandlerThread:28896 [system_info.py:_probe_git():144] Probing git done
2024-02-28 21:06:42,613 DEBUG   HandlerThread:28896 [system_info.py:probe():199] Probing system done
